postalCode,Count_res,zip_x,pcapita,zip_y,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,all_county_weights,imprecise,military,timezone,densitycountratio,selection_index
73072,2,73072,-0.18909368656211542,73072,34.907140000000005,-97.2991,Wayne,OK,Oklahoma,True,,1895,10.5,40087,McClain,{'40087':100},False,False,America/Chicago,-0.3396458559520038,-0.5287395425141193
69101,2,69101,-0.3182489520186822,69101,40.99859,-100.17416999999999,Gothenburg,NE,Nebraska,True,,4489,5.1,31047,Dawson,"{'31041':3.65,'31047':93.81,'31111':2.54}",False,False,America/Chicago,-0.34100813067585883,-0.659257082694541
73071,2,73071,-0.5570985585158051,73071,35.10354,-97.49231,Washington,OK,Oklahoma,True,,2612,19.1,40087,McClain,{'40087':100},False,False,America/Chicago,-0.3374763073177162,-0.8945748658335213
25414,2,25414,0.07840336767783047,25414,39.29497,-77.78686,Harpers Ferry,WV,West Virginia,True,,12835,123.6,54037,Jefferson,{'54037':100},False,False,America/New_York,-0.31111376868015156,-0.2327104010023211
73128,2,73128,-0.3977849039797687,73128,35.33208,-97.47543,Oklahoma City,OK,Oklahoma,True,,53666,922.3,40027,Cleveland,{'40027':100},False,False,America/Chicago,-0.10962324609811461,-0.5074081500778833
23294,2,23294,-0.32767722595935805,23294,36.9961,-76.57063000000001,Battery Park,VA,Virginia,True,,71,150.8,51093,Isle of Wight,{'51093':100},False,False,America/New_York,-0.30425194044147447,-0.6319291664008325
74868,2,74868,-0.81758484495371,74868,35.14645,-94.53071,Cameron,OK,Oklahoma,True,,2286,11.2,40079,Le Flore,{'40079':100},False,False,America/Chicago,-0.33946926478409667,-1.1570541097378066
21784,2,21784,0.5936343634743824,21784,39.53989,-77.18725,Union Bridge,MD,Maryland,True,,5281,41.4,24013,Carroll,"{'24013':52.83,'24021':47.17}",False,False,America/New_York,-0.33185061725438897,0.2617837462199934
73132,2,73132,-0.43265743002957635,73132,35.32738,-97.55059,Oklahoma City,OK,Oklahoma,True,,35343,651.0,40027,Cleveland,{'40027':100},False,False,America/Chicago,-0.17806493731697853,-0.6107223673465549
73134,2,73134,0.3130827760858083,73134,35.345240000000004,-97.62226,Oklahoma City,OK,Oklahoma,True,,1299,30.9,40027,Cleveland,{'40027':100},False,False,America/Chicago,-0.33449948477299596,-0.021416708687187647
23233,2,23233,0.9846055437451032,23233,37.402159999999995,-77.45236,Richmond,VA,Virginia,True,,21192,400.3,51041,Chesterfield,{'51041':100},False,False,America/New_York,-0.24130980273743263,0.7432957410076706
69361,2,69361,-0.5364288810304771,69361,29.88144,-90.38906,Boutte,LA,Louisiana,True,,2460,78.3,22089,St. Charles,{'22089':100},False,False,America/Chicago,-0.3225417399747131,-0.8589706210051902
24301,2,24301,-0.6314973099322926,24301,37.16731,-81.21383,Bastian,VA,Virginia,True,,1560,6.8,51021,Bland,"{'51021':89.49,'51185':10.51}",False,False,America/New_York,-0.3405792664109415,-0.9720765763432341
22205,2,22205,2.264795919459187,22205,38.880179999999996,-77.0707,Fort Myer,VA,Virginia,True,,648,143.0,51013,Arlington,{'51013':100},False,False,America/New_York,-0.3062196705981539,1.958576248861033
73069,2,73069,-0.5147317634362294,73069,35.126940000000005,-98.095,Verden,OK,Oklahoma,True,,908,6.3,40051,Grady,"{'40015':19.05,'40051':80.95}",False,False,America/Chicago,-0.3407054029594466,-0.855437166395676
23230,2,23230,0.040327645994331626,23230,37.51331,-77.56452,Richmond,VA,Virginia,True,,30165,667.4,51041,Chesterfield,"{'51041':80.29,'51760':19.71}",False,False,America/New_York,-0.17392765852601147,-0.13360001253167986
73149,2,73149,-1.1081086451641529,73149,34.62412,-97.40674,Elmore City,OK,Oklahoma,True,,2761,6.5,40049,Garvin,{'40049':100},False,False,America/Chicago,-0.34065494834004456,-1.4487635935041974
73064,2,73064,-0.22330139842379854,73064,34.775909999999996,-97.90323000000001,Rush Springs,OK,Oklahoma,True,,2980,7.6,40051,Grady,"{'40031':0.94,'40051':99.06}",False,False,America/Chicago,-0.34037744793333335,-0.5636788463571318
2719,2,2719,-0.06761400309571433,2719,41.63945,-70.87321,Fairhaven,MA,Massachusetts,True,,15873,494.9,25005,Bristol,{'25005':100},False,False,America/New_York,-0.21744476776026886,-0.2850587708559832
77357,2,77357,-0.5570985585158051,77357,30.09543,-95.58939000000001,Tomball,TX,Texas,True,,39351,444.4,48201,Harris,{'48201':100},False,False,America/Chicago,-0.23018455915928335,-0.7872831176750885
7002,2,7002,-0.2581739244736062,7002,40.664640000000006,-74.10868,Bayonne,NJ,New Jersey,True,,63031,4161.2,34017,Hudson,{'34017':100},False,False,America/New_York,0.7074640878081825,0.4492901633345763
73159,2,73159,-0.7909318397752608,73159,34.28646,-97.49945,Healdton,OK,Oklahoma,True,,3708,16.5,40019,Carter,"{'40019':99.24,'40137':0.76}",False,False,America/Chicago,-0.33813221736994264,-1.1290640571452035
7004,2,7004,0.6173259236330039,7004,40.88278,-74.30415,Fairfield,NJ,New Jersey,True,,7440,283.5,34013,Essex,{'34013':100},False,False,America/New_York,-0.2707753004682225,0.34655062316478136
77036,2,77036,-1.1261795035504483,77036,29.6562,-95.38015,Houston,TX,Texas,True,,15085,796.3,48201,Harris,{'48201':100},False,False,America/Chicago,-0.14140965632139826,-1.2675891598718465
